product_name,baseProduct,product_price_currency,product_price_formatted,product_price_type,product_price_value,badges,categories,category_codes,option_code,option_productName,option_sellable,option_stock_status,option_price_value,color_name,color_value,size
Swiftly Tech Long Sleeve Shirt 2.0 *Race Length,PROD9750541_LULU,KWD,KWD 29.000,BUY,29.0,,"Women's Tops, Seasonal, Fall Edit, Summer Shop, Travel Edit, Root Lululemon, Sports Clothing for Women, Running Clothes for Women, Training Clothes for Women, Womens","womens-tops, edits, the-fall-edit, summer-shop, travel-edit, root-0, womens-activity, women-activity-running, women-activity-training, women",UPV0987960,Swiftly Tech Long Sleeve Shirt 2.0 *Race Length,True,lowStock,29.0,WHITE/WHITE,color-white-white,10
Swiftly Tech Long Sleeve Shirt 2.0 *Race Length,PROD9750541_LULU,KWD,KWD 29.000,BUY,29.0,,"Women's Tops, Seasonal, Fall Edit, Summer Shop, Travel Edit, Root Lululemon, Sports Clothing for Women, Running Clothes for Women, Training Clothes for Women, Womens","womens-tops, edits, the-fall-edit, summer-shop, travel-edit, root-0, womens-activity, women-activity-running, women-activity-training, women",UPV1054212,Swiftly Tech Long Sleeve Shirt 2.0 *Race Length,True,inStock,29.0,SLATE/WHITE,color-slate-white,12
Swiftly Tech Long Sleeve Shirt 2.0 *Race Length,PROD9750541_LULU,KWD,KWD 29.000,BUY,29.0,,"Women's Tops, Seasonal, Fall Edit, Summer Shop, Travel Edit, Root Lululemon, Sports Clothing for Women, Running Clothes for Women, Training Clothes for Women, Womens","womens-tops, edits, the-fall-edit, summer-shop, travel-edit, root-0, womens-activity, women-activity-running, women-activity-training, women",UPV0904855,Swiftly Tech Long Sleeve Shirt 2.0 *Race Length,True,inStock,29.0,BLACK/BLACK,color-black-black,16
Swiftly Tech Long Sleeve Shirt 2.0 *Race Length,PROD9750541_LULU,KWD,KWD 29.000,BUY,29.0,,"Women's Tops, Seasonal, Fall Edit, Summer Shop, Travel Edit, Root Lululemon, Sports Clothing for Women, Running Clothes for Women, Training Clothes for Women, Womens","womens-tops, edits, the-fall-edit, summer-shop, travel-edit, root-0, womens-activity, women-activity-running, women-activity-training, women",FUA0095845D,Swiftly Tech Long-Sleeve Shirt 2.0 *Waist Length,True,lowStock,20.0,PINK ORGANZA/PINK ORGANZA,color-pink-organza-pink-organza,8
Swiftly Tech Long Sleeve Shirt 2.0 *Race Length,PROD9750541_LULU,KWD,KWD 29.000,BUY,29.0,,"Women's Tops, Seasonal, Fall Edit, Summer Shop, Travel Edit, Root Lululemon, Sports Clothing for Women, Running Clothes for Women, Training Clothes for Women, Womens","womens-tops, edits, the-fall-edit, summer-shop, travel-edit, root-0, womens-activity, women-activity-running, women-activity-training, women",FUA0095853D,Swiftly Tech Long-Sleeve Shirt 2.0 *Waist Length,True,lowStock,20.0,LAVENDER FROST/LAVENDER FROST,color-lavender-frost-lavender-frost,10
Swiftly Tech Long Sleeve Shirt 2.0 *Race Length,PROD9750541_LULU,KWD,KWD 29.000,BUY,29.0,,"Women's Tops, Seasonal, Fall Edit, Summer Shop, Travel Edit, Root Lululemon, Sports Clothing for Women, Running Clothes for Women, Training Clothes for Women, Womens","womens-tops, edits, the-fall-edit, summer-shop, travel-edit, root-0, womens-activity, women-activity-running, women-activity-training, women",FUA0095850D,Swiftly Tech Long-Sleeve Shirt 2.0 *Waist Length,True,lowStock,20.0,RASPBERRY COULIS/RASPBERRY COULIS,color-raspberry-coulis-raspberry-coulis,4
Swiftly Tech Long Sleeve Shirt 2.0 *Race Length,PROD9750541_LULU,KWD,KWD 29.000,BUY,29.0,,"Women's Tops, Seasonal, Fall Edit, Summer Shop, Travel Edit, Root Lululemon, Sports Clothing for Women, Running Clothes for Women, Training Clothes for Women, Womens","womens-tops, edits, the-fall-edit, summer-shop, travel-edit, root-0, womens-activity, women-activity-running, women-activity-training, women",FUA0097333D,Swiftly Tech Long-Sleeve Shirt 2.0 *Waist Length,True,lowStock,20.0,RACEWAY GREEN/RACEWAY GREEN,color-raceway-green-raceway-green,4
Swiftly Tech Long Sleeve Shirt 2.0 *Race Length,PROD9750541_LULU,KWD,KWD 29.000,BUY,29.0,,"Women's Tops, Seasonal, Fall Edit, Summer Shop, Travel Edit, Root Lululemon, Sports Clothing for Women, Running Clothes for Women, Training Clothes for Women, Womens","womens-tops, edits, the-fall-edit, summer-shop, travel-edit, root-0, womens-activity, women-activity-running, women-activity-training, women",FUA0099465D,Swiftly Tech Long-Sleeve Shirt 2.0 *Waist Length,True,lowStock,20.0,POOL PARTY/POOL PARTY,color-pool-party-pool-party,4
Swiftly Tech Long Sleeve Shirt 2.0 *Race Length,PROD9750541_LULU,KWD,KWD 29.000,BUY,29.0,,"Women's Tops, Seasonal, Fall Edit, Summer Shop, Travel Edit, Root Lululemon, Sports Clothing for Women, Running Clothes for Women, Training Clothes for Women, Womens","womens-tops, edits, the-fall-edit, summer-shop, travel-edit, root-0, womens-activity, women-activity-running, women-activity-training, women",FUA0104420D,Swiftly Tech Long-Sleeve Shirt 2.0 *Waist Length,True,lowStock,29.0,SERENE BLUE/SERENE BLUE,color-serene-blue-serene-blue,8
"lululemon Align™ High-Rise Short 6""",PROD8351150_LULU,KWD,KWD 24.000,BUY,24.0,,"Seasonal, Summer Shop, Travel Edit, Root Lululemon, Align™ Collection, Lavender Lux, The Winter Drop, Womens, Women's Collections, Fall Edit, mss, Yoga Clothes for Women, Women's Collections, Women's Shorts, Sports Clothing for Women, The Spring Edit","edits, summer-shop, travel-edit, root-0, the-align-collection, color-focus, the-winter-drop, women, womens-collections, the-fall-edit, mss, women-activity-yoga, women-guides, womens-shorts, womens-activity, the-spring-edit",UPV0789709,"lululemon Align™ High-Rise Short 6""",True,lowStock,24.0,BLACK,Color-Black,2
"lululemon Align™ High-Rise Short 6""",PROD8351150_LULU,KWD,KWD 24.000,BUY,24.0,,"Seasonal, Summer Shop, Travel Edit, Root Lululemon, Align™ Collection, Lavender Lux, The Winter Drop, Womens, Women's Collections, Fall Edit, mss, Yoga Clothes for Women, Women's Collections, Women's Shorts, Sports Clothing for Women, The Spring Edit","edits, summer-shop, travel-edit, root-0, the-align-collection, color-focus, the-winter-drop, women, womens-collections, the-fall-edit, mss, women-activity-yoga, women-guides, womens-shorts, womens-activity, the-spring-edit",UPV0846685,"lululemon Align™ High-Rise Short 6""",True,lowStock,23.0,WHITE,Color-White,12
"lululemon Align™ High-Rise Short 6""",PROD8351150_LULU,KWD,KWD 24.000,BUY,24.0,,"Seasonal, Summer Shop, Travel Edit, Root Lululemon, Align™ Collection, Lavender Lux, The Winter Drop, Womens, Women's Collections, Fall Edit, mss, Yoga Clothes for Women, Women's Collections, Women's Shorts, Sports Clothing for Women, The Spring Edit","edits, summer-shop, travel-edit, root-0, the-align-collection, color-focus, the-winter-drop, women, womens-collections, the-fall-edit, mss, women-activity-yoga, women-guides, womens-shorts, womens-activity, the-spring-edit",FUA0064379D,"lululemon Align™ High-Rise Short 6""",True,lowStock,14.0,NIGHTFALL,Color-Nightfall,4
"lululemon Align™ High-Rise Short 6""",PROD8351150_LULU,KWD,KWD 24.000,BUY,24.0,,"Seasonal, Summer Shop, Travel Edit, Root Lululemon, Align™ Collection, Lavender Lux, The Winter Drop, Womens, Women's Collections, Fall Edit, mss, Yoga Clothes for Women, Women's Collections, Women's Shorts, Sports Clothing for Women, The Spring Edit","edits, summer-shop, travel-edit, root-0, the-align-collection, color-focus, the-winter-drop, women, womens-collections, the-fall-edit, mss, women-activity-yoga, women-guides, womens-shorts, womens-activity, the-spring-edit",FUA0063743D,"lululemon Align™ High-Rise Short 6""",True,lowStock,24.0,DARK FOREST,color-dark-forest,4
"lululemon Align™ High-Rise Short 6""",PROD8351150_LULU,KWD,KWD 24.000,BUY,24.0,,"Seasonal, Summer Shop, Travel Edit, Root Lululemon, Align™ Collection, Lavender Lux, The Winter Drop, Womens, Women's Collections, Fall Edit, mss, Yoga Clothes for Women, Women's Collections, Women's Shorts, Sports Clothing for Women, The Spring Edit","edits, summer-shop, travel-edit, root-0, the-align-collection, color-focus, the-winter-drop, women, womens-collections, the-fall-edit, mss, women-activity-yoga, women-guides, womens-shorts, womens-activity, the-spring-edit",FUA0088370D,"lululemon Align™ High-Rise Short 6""",True,lowStock,16.5,LAVA CAKE,color-lava-cake,6
"lululemon Align™ High-Rise Short 6""",PROD8351150_LULU,KWD,KWD 24.000,BUY,24.0,,"Seasonal, Summer Shop, Travel Edit, Root Lululemon, Align™ Collection, Lavender Lux, The Winter Drop, Womens, Women's Collections, Fall Edit, mss, Yoga Clothes for Women, Women's Collections, Women's Shorts, Sports Clothing for Women, The Spring Edit","edits, summer-shop, travel-edit, root-0, the-align-collection, color-focus, the-winter-drop, women, womens-collections, the-fall-edit, mss, women-activity-yoga, women-guides, womens-shorts, womens-activity, the-spring-edit",FUA0089465D,"lululemon Align™ High-Rise Short 6""",True,lowStock,16.5,LAVENDER LUX,color-lavender-lux,8
"lululemon Align™ High-Rise Short 6""",PROD8351150_LULU,KWD,KWD 24.000,BUY,24.0,,"Seasonal, Summer Shop, Travel Edit, Root Lululemon, Align™ Collection, Lavender Lux, The Winter Drop, Womens, Women's Collections, Fall Edit, mss, Yoga Clothes for Women, Women's Collections, Women's Shorts, Sports Clothing for Women, The Spring Edit","edits, summer-shop, travel-edit, root-0, the-align-collection, color-focus, the-winter-drop, women, womens-collections, the-fall-edit, mss, women-activity-yoga, women-guides, womens-shorts, womens-activity, the-spring-edit",FUA0084485D,"lululemon Align™ High-Rise Short 6""",True,lowStock,24.0,TRUE NAVY,color-true-navy,0
"lululemon Align™ High-Rise Short 6""",PROD8351150_LULU,KWD,KWD 24.000,BUY,24.0,,"Seasonal, Summer Shop, Travel Edit, Root Lululemon, Align™ Collection, Lavender Lux, The Winter Drop, Womens, Women's Collections, Fall Edit, mss, Yoga Clothes for Women, Women's Collections, Women's Shorts, Sports Clothing for Women, The Spring Edit","edits, summer-shop, travel-edit, root-0, the-align-collection, color-focus, the-winter-drop, women, womens-collections, the-fall-edit, mss, women-activity-yoga, women-guides, womens-shorts, womens-activity, the-spring-edit",FUA0108435D,"lululemon Align™ High-Rise Short 6""",True,lowStock,24.0,PALM DECO,color-palm-deco,4
"lululemon Align™ High-Rise Short 6""",PROD8351150_LULU,KWD,KWD 24.000,BUY,24.0,,"Seasonal, Summer Shop, Travel Edit, Root Lululemon, Align™ Collection, Lavender Lux, The Winter Drop, Womens, Women's Collections, Fall Edit, mss, Yoga Clothes for Women, Women's Collections, Women's Shorts, Sports Clothing for Women, The Spring Edit","edits, summer-shop, travel-edit, root-0, the-align-collection, color-focus, the-winter-drop, women, womens-collections, the-fall-edit, mss, women-activity-yoga, women-guides, womens-shorts, womens-activity, the-spring-edit",FUA0108444D,"lululemon Align™ High-Rise Short 6""",True,lowStock,24.0,BLISSFUL PINK,color-blissful-pink,8
