product_name,baseProduct,product_price_currency,product_price_formatted,product_price_type,product_price_value,badges,categories,category_codes,option_code,option_productName,option_sellable,option_stock_status,option_price_value,color_name,color_value,size
"Hotty Hot High-Rise Lined Short 4""",PROD9250073_LULU,QAR,QAR 300.00,BUY,300.0,,"Women's Shorts, Seasonal, Running Clothes for Women, Summer Shop, Root Lululemon, Sports Clothing for Women, Womens, Winter Edit, Under QAR 200, The Winter Edit, The Spring Edit","womens-shorts, edits, women-activity-running, summer-shop, root-0, womens-activity, women, winter-treats, under-200, winter-gifts, the-spring-edit",UPV0885650,"Hotty Hot High-Rise Lined Short 4""",True,lowStock,300.0,BLACK,Color-Black,2
"Hotty Hot High-Rise Lined Short 4""",PROD9250073_LULU,QAR,QAR 300.00,BUY,300.0,,"Women's Shorts, Seasonal, Running Clothes for Women, Summer Shop, Root Lululemon, Sports Clothing for Women, Womens, Winter Edit, Under QAR 200, The Winter Edit, The Spring Edit","womens-shorts, edits, women-activity-running, summer-shop, root-0, womens-activity, women, winter-treats, under-200, winter-gifts, the-spring-edit",UPV0936443,"Hotty Hot High-Rise Lined Short 4""",True,lowStock,300.0,TRUE NAVY,color-true-navy,10
"Always In Motion Boxer 5""",PROD9270823_LULU,QAR,QAR 60.00,BUY,60.0,Sale,"All Yours For Less, Men's Underwear, Mens, Seasonal, Travel Edit, Summer Shop, Sports Clothing for Men, Root Lululemon, Men's On The Move, Under QAR 200","on-sale, mens-underwear, men, edits, travel-edit, summer-shop, men-activity, root-0, men-activity-on-the-move, under-200",UPV1077063,"Always In Motion Boxer 5""",True,lowStock,125.0,WHITE,Color-White,S
"Always In Motion Boxer 5""",PROD9270823_LULU,QAR,QAR 60.00,BUY,60.0,Sale,"All Yours For Less, Men's Underwear, Mens, Seasonal, Travel Edit, Summer Shop, Sports Clothing for Men, Root Lululemon, Men's On The Move, Under QAR 200","on-sale, mens-underwear, men, edits, travel-edit, summer-shop, men-activity, root-0, men-activity-on-the-move, under-200",UPV0898338,"Always In Motion Boxer 5""",True,inStock,125.0,TRUE NAVY,color-true-navy,S
"Always In Motion Boxer 5""",PROD9270823_LULU,QAR,QAR 60.00,BUY,60.0,Sale,"All Yours For Less, Men's Underwear, Mens, Seasonal, Travel Edit, Summer Shop, Sports Clothing for Men, Root Lululemon, Men's On The Move, Under QAR 200","on-sale, mens-underwear, men, edits, travel-edit, summer-shop, men-activity, root-0, men-activity-on-the-move, under-200",UPV0909076,"Always In Motion Boxer 5""",True,inStock,125.0,BLACK,Color-Black,L
"Always In Motion Boxer 5""",PROD9270823_LULU,QAR,QAR 60.00,BUY,60.0,Sale,"All Yours For Less, Men's Underwear, Mens, Seasonal, Travel Edit, Summer Shop, Sports Clothing for Men, Root Lululemon, Men's On The Move, Under QAR 200","on-sale, mens-underwear, men, edits, travel-edit, summer-shop, men-activity, root-0, men-activity-on-the-move, under-200",FUA0097869D,"Always In Motion Boxer 5""",True,lowStock,85.0,FOG GREEN,color-fog-green,L
"Always In Motion Boxer 5""",PROD9270823_LULU,QAR,QAR 60.00,BUY,60.0,Sale,"All Yours For Less, Men's Underwear, Mens, Seasonal, Travel Edit, Summer Shop, Sports Clothing for Men, Root Lululemon, Men's On The Move, Under QAR 200","on-sale, mens-underwear, men, edits, travel-edit, summer-shop, men-activity, root-0, men-activity-on-the-move, under-200",UPV0903123,"Always In Motion Boxer 5""",True,lowStock,60.0,HEATHERED CORE MEDIUM GREY,color-heathered-core-medium-grey,XL
Swiftly Tech Short Sleeve Half-Zip Polo Shirt,PROD11380531_LULU,QAR,QAR 265.00,BUY,265.0,Sale,"All Yours For Less, Bestsellers, Women's Tops, Seasonal, Running Clothes for Women, Root Lululemon, Sports Clothing for Women, Womens, Women's Back To School, mss","on-sale, bestsellers, womens-tops, edits, women-activity-running, root-0, womens-activity, women, back-to-school-women, mss",UPV1075282,Swiftly Tech Short Sleeve Half-Zip Polo Shirt,True,lowStock,265.0,BLACK/BLACK,color-black-black,10
Pace Rival Mid-Rise Skirt,PROD3770004_LULU,QAR,QAR 200.00,BUY,200.0,Sale,"All Yours For Less, Women's Running Bottoms, Running Clothes for Women, Root Lululemon, Golf Clothes for Women, Women's Online Exclusives, Women's Collections, Sports Clothing for Women, Tennis Clothes for Women, Training Clothes for Women, Womens, Women's Skirts, mss","on-sale, running-bottoms, women-activity-running, root-0, women-activity-golf, women-collection-online-exclusives, womens-collections, womens-activity, women-activity-tennis, women-activity-training, women, womens-skirts, mss",UPV0653140,Pace Rival Mid-Rise Skirt,True,lowStock,200.0,BLACK,Color-Black,6
"Pace Breaker Linerless Short 5"" *Updated",PROD11400116_LULU,QAR,QAR 300.00,BUY,300.0,,"Men's Shorts, Men's Collections, Mens, Seasonal, Summer Shop, Root Lululemon, Running Clothes for Men, Fall Edit, Pace Breaker Collection, Travel Edit, Sports Clothing for Men, Training Clothes for Men, The Spring Edit","mens-shorts, men-collections, men, edits, summer-shop, root-0, men-activity-running, the-fall-edit, pace-breaker-collection, travel-edit, men-activity, men-activity-training, the-spring-edit",UPV1066543,"Pace Breaker Linerless Short 5"" *Updated",True,lowStock,300.0,BLACK,Color-Black,XS
"Pace Breaker Linerless Short 5"" *Updated",PROD11400116_LULU,QAR,QAR 300.00,BUY,300.0,,"Men's Shorts, Men's Collections, Mens, Seasonal, Summer Shop, Root Lululemon, Running Clothes for Men, Fall Edit, Pace Breaker Collection, Travel Edit, Sports Clothing for Men, Training Clothes for Men, The Spring Edit","mens-shorts, men-collections, men, edits, summer-shop, root-0, men-activity-running, the-fall-edit, pace-breaker-collection, travel-edit, men-activity, men-activity-training, the-spring-edit",FUA0101918D,"Pace Breaker Linerless Short 5""",True,lowStock,300.0,CHROMA DRIFT GREEN MULTI,color-chroma-drift-green-multi,L
"Pace Breaker Linerless Short 5"" *Updated",PROD11400116_LULU,QAR,QAR 300.00,BUY,300.0,,"Men's Shorts, Men's Collections, Mens, Seasonal, Summer Shop, Root Lululemon, Running Clothes for Men, Fall Edit, Pace Breaker Collection, Travel Edit, Sports Clothing for Men, Training Clothes for Men, The Spring Edit","mens-shorts, men-collections, men, edits, summer-shop, root-0, men-activity-running, the-fall-edit, pace-breaker-collection, travel-edit, men-activity, men-activity-training, the-spring-edit",UPV1244179,"Pace Breaker Linerless Short 5""",True,lowStock,300.0,TRUE NAVY,color-true-navy,L
"Pace Breaker Linerless Short 5"" *Updated",PROD11400116_LULU,QAR,QAR 300.00,BUY,300.0,,"Men's Shorts, Men's Collections, Mens, Seasonal, Summer Shop, Root Lululemon, Running Clothes for Men, Fall Edit, Pace Breaker Collection, Travel Edit, Sports Clothing for Men, Training Clothes for Men, The Spring Edit","mens-shorts, men-collections, men, edits, summer-shop, root-0, men-activity-running, the-fall-edit, pace-breaker-collection, travel-edit, men-activity, men-activity-training, the-spring-edit",FUA0097811D,"Pace Breaker Linerless Short 5""",True,lowStock,300.0,RAINFOREST GREEN,color-rainforest-green,L
Classic-Fit Cotton-Blend Tank Top,PROD10930358_LULU,QAR,QAR 100.00,BUY,100.0,Sale,"All Yours For Less, Women's Tank Tops, Cyber Monday, Women's Tops, Root Lululemon, Women's Online Exclusives, Women's Collections, Womens, mss","on-sale, womens-tank-tops, cyber-monday, womens-tops, root-0, women-collection-online-exclusives, womens-collections, women, mss",UPV0981812,Classic-Fit Cotton-Blend Tank Top,True,lowStock,100.0,BLACK,Color-Black,8
Classic-Fit Cotton-Blend Tank Top,PROD10930358_LULU,QAR,QAR 100.00,BUY,100.0,Sale,"All Yours For Less, Women's Tank Tops, Cyber Monday, Women's Tops, Root Lululemon, Women's Online Exclusives, Women's Collections, Womens, mss","on-sale, womens-tank-tops, cyber-monday, womens-tops, root-0, women-collection-online-exclusives, womens-collections, women, mss",UPV0981537,Classic-Fit Cotton-Blend Tank Top,True,inStock,105.0,WHITE,Color-White,10
Hotty Hot High-Rise Skirt *Long,PROD8873591_LULU,QAR,QAR 230.00,BUY,230.0,Sale,"All Yours For Less, Running Clothes for Women, Root Lululemon, Golf Clothes for Women, Sports Clothing for Women, Tennis Clothes for Women, Womens, Women's Skirts, mss","on-sale, women-activity-running, root-0, women-activity-golf, womens-activity, women-activity-tennis, women, womens-skirts, mss",UPV0954787,Hotty Hot High-Rise Skirt *Long,True,inStock,230.0,BLACK,Color-Black,6
"Commission Relaxed-Tapered Golf Pant 34"" *Online Only",PROD11380565_LULU,QAR,QAR 310.00,BUY,310.0,Sale,"All Yours For Less, Men's Pants, Mens, Men's Trousers, Sports Clothing for Men, Root Lululemon, Golf Clothes for Men","on-sale, mens-pants, men, mens-trousers, men-activity, root-0, men-activity-golf",UPV1065837,"Commission Relaxed-Tapered Golf Pant 34"" *Online Only",True,inStock,310.0,WHITE,Color-White,30
lululemon Align™ Tank Top,PROD9600539_LULU,QAR,QAR 255.00,BUY,255.0,,"Yoga Clothes for Women, Women's Tops, Seasonal, Summer Shop, Root Lululemon, Sports Clothing for Women, Women's Tank Tops, Align™ Collection, Lavender Lux, Women's Collections, Travel Edit, Women's Collections, Womens, Women's Matching Sets, mss, The Spring Edit","women-activity-yoga, womens-tops, edits, summer-shop, root-0, womens-activity, womens-tank-tops, the-align-collection, color-focus, women-guides, travel-edit, womens-collections, women, women-collection-matching-sets, mss, the-spring-edit",UPV0851424,lululemon Align™ Tank Top,True,lowStock,255.0,WHITE,Color-White,14
lululemon Align™ Tank Top,PROD9600539_LULU,QAR,QAR 255.00,BUY,255.0,,"Yoga Clothes for Women, Women's Tops, Seasonal, Summer Shop, Root Lululemon, Sports Clothing for Women, Women's Tank Tops, Align™ Collection, Lavender Lux, Women's Collections, Travel Edit, Women's Collections, Womens, Women's Matching Sets, mss, The Spring Edit","women-activity-yoga, womens-tops, edits, summer-shop, root-0, womens-activity, womens-tank-tops, the-align-collection, color-focus, women-guides, travel-edit, womens-collections, women, women-collection-matching-sets, mss, the-spring-edit",FUA0065687D,"lululemon Align™ Tank Top *Light Support, A/B Cup",True,lowStock,210.0,ESPRESSO,Color-Espresso,2
lululemon Align™ Tank Top,PROD9600539_LULU,QAR,QAR 255.00,BUY,255.0,,"Yoga Clothes for Women, Women's Tops, Seasonal, Summer Shop, Root Lululemon, Sports Clothing for Women, Women's Tank Tops, Align™ Collection, Lavender Lux, Women's Collections, Travel Edit, Women's Collections, Womens, Women's Matching Sets, mss, The Spring Edit","women-activity-yoga, womens-tops, edits, summer-shop, root-0, womens-activity, womens-tank-tops, the-align-collection, color-focus, women-guides, travel-edit, womens-collections, women, women-collection-matching-sets, mss, the-spring-edit",FUA0098291D,"lululemon Align™ Tank Top *Light Support, A/B Cup",True,lowStock,300.0,PINK ORGANZA,color-pink-organza,10
lululemon Align™ Tank Top,PROD9600539_LULU,QAR,QAR 255.00,BUY,255.0,,"Yoga Clothes for Women, Women's Tops, Seasonal, Summer Shop, Root Lululemon, Sports Clothing for Women, Women's Tank Tops, Align™ Collection, Lavender Lux, Women's Collections, Travel Edit, Women's Collections, Womens, Women's Matching Sets, mss, The Spring Edit","women-activity-yoga, womens-tops, edits, summer-shop, root-0, womens-activity, womens-tank-tops, the-align-collection, color-focus, women-guides, travel-edit, womens-collections, women, women-collection-matching-sets, mss, the-spring-edit",UPV0852651,lululemon Align™ Tank Top,True,lowStock,255.0,BLACK,Color-Black,12
lululemon Align™ Tank Top,PROD9600539_LULU,QAR,QAR 255.00,BUY,255.0,,"Yoga Clothes for Women, Women's Tops, Seasonal, Summer Shop, Root Lululemon, Sports Clothing for Women, Women's Tank Tops, Align™ Collection, Lavender Lux, Women's Collections, Travel Edit, Women's Collections, Womens, Women's Matching Sets, mss, The Spring Edit","women-activity-yoga, womens-tops, edits, summer-shop, root-0, womens-activity, womens-tank-tops, the-align-collection, color-focus, women-guides, travel-edit, womens-collections, women, women-collection-matching-sets, mss, the-spring-edit",FUA0097120D,"lululemon Align™ Tank Top *Light Support, A/B Cup",True,lowStock,210.0,MAUVE GREY,color-mauve-grey,8
lululemon Align™ Tank Top,PROD9600539_LULU,QAR,QAR 255.00,BUY,255.0,,"Yoga Clothes for Women, Women's Tops, Seasonal, Summer Shop, Root Lululemon, Sports Clothing for Women, Women's Tank Tops, Align™ Collection, Lavender Lux, Women's Collections, Travel Edit, Women's Collections, Womens, Women's Matching Sets, mss, The Spring Edit","women-activity-yoga, womens-tops, edits, summer-shop, root-0, womens-activity, womens-tank-tops, the-align-collection, color-focus, women-guides, travel-edit, womens-collections, women, women-collection-matching-sets, mss, the-spring-edit",FUA0101989D,"lululemon Align™ Tank Top *Light Support, A/B Cup",True,lowStock,300.0,PALM DECO,color-palm-deco,10
lululemon Align™ Tank Top,PROD9600539_LULU,QAR,QAR 255.00,BUY,255.0,,"Yoga Clothes for Women, Women's Tops, Seasonal, Summer Shop, Root Lululemon, Sports Clothing for Women, Women's Tank Tops, Align™ Collection, Lavender Lux, Women's Collections, Travel Edit, Women's Collections, Womens, Women's Matching Sets, mss, The Spring Edit","women-activity-yoga, womens-tops, edits, summer-shop, root-0, womens-activity, womens-tank-tops, the-align-collection, color-focus, women-guides, travel-edit, womens-collections, women, women-collection-matching-sets, mss, the-spring-edit",FUA0098312D,"lululemon Align™ Tank Top *Light Support, A/B Cup",True,lowStock,210.0,WARM ASH GREY,color-warm-ash-grey,6
lululemon Align™ Tank Top,PROD9600539_LULU,QAR,QAR 255.00,BUY,255.0,,"Yoga Clothes for Women, Women's Tops, Seasonal, Summer Shop, Root Lululemon, Sports Clothing for Women, Women's Tank Tops, Align™ Collection, Lavender Lux, Women's Collections, Travel Edit, Women's Collections, Womens, Women's Matching Sets, mss, The Spring Edit","women-activity-yoga, womens-tops, edits, summer-shop, root-0, womens-activity, womens-tank-tops, the-align-collection, color-focus, women-guides, travel-edit, womens-collections, women, women-collection-matching-sets, mss, the-spring-edit",FUA0109029D,"lululemon Align™ Tank Top *Light Support, A/B Cup",True,lowStock,300.0,BLISSFUL PINK,color-blissful-pink,6
"ABC Slim-Fit Pant 30"" *Warpstreme",PROD9610173_LULU,QAR,QAR 565.00,BUY,565.0,,"ABC Collection, Men's Collections, Mens, College Goals, Seasonal, Summer Shop, Root Lululemon, Valentines Day, Gifts For Him, Men's Pants, Men's Trousers, Travel Edit, Sports Clothing for Men, The Winter Drop, Men's On The Move, Gifts, The Spring Edit","abc-collection, men-collections, men, back-to-school, edits, summer-shop, root-0, valentines-day, gifts-for-him, mens-pants, mens-trousers, travel-edit, men-activity, the-winter-drop, men-activity-on-the-move, gifts, the-spring-edit",UPV1041026,"ABC Slim-Fit Pant 30"" *Warpstreme",True,lowStock,565.0,TRUE NAVY,color-true-navy,38
"ABC Slim-Fit Pant 30"" *Warpstreme",PROD9610173_LULU,QAR,QAR 565.00,BUY,565.0,,"ABC Collection, Men's Collections, Mens, College Goals, Seasonal, Summer Shop, Root Lululemon, Valentines Day, Gifts For Him, Men's Pants, Men's Trousers, Travel Edit, Sports Clothing for Men, The Winter Drop, Men's On The Move, Gifts, The Spring Edit","abc-collection, men-collections, men, back-to-school, edits, summer-shop, root-0, valentines-day, gifts-for-him, mens-pants, mens-trousers, travel-edit, men-activity, the-winter-drop, men-activity-on-the-move, gifts, the-spring-edit",UPV1211536,"ABC Slim-Fit 5 Pocket Pant 30"" *Warpstreme",True,lowStock,565.0,BLACK,Color-Black,28
"ABC Slim-Fit Pant 30"" *Warpstreme",PROD9610173_LULU,QAR,QAR 565.00,BUY,565.0,,"ABC Collection, Men's Collections, Mens, College Goals, Seasonal, Summer Shop, Root Lululemon, Valentines Day, Gifts For Him, Men's Pants, Men's Trousers, Travel Edit, Sports Clothing for Men, The Winter Drop, Men's On The Move, Gifts, The Spring Edit","abc-collection, men-collections, men, back-to-school, edits, summer-shop, root-0, valentines-day, gifts-for-him, mens-pants, mens-trousers, travel-edit, men-activity, the-winter-drop, men-activity-on-the-move, gifts, the-spring-edit",UPV1250661,"ABC Slim-Fit 5 Pocket Pant 30""L *Warpstreme",True,inStock,395.0,ARMY GREEN,color-army-green,34
"ABC Slim-Fit Pant 30"" *Warpstreme",PROD9610173_LULU,QAR,QAR 565.00,BUY,565.0,,"ABC Collection, Men's Collections, Mens, College Goals, Seasonal, Summer Shop, Root Lululemon, Valentines Day, Gifts For Him, Men's Pants, Men's Trousers, Travel Edit, Sports Clothing for Men, The Winter Drop, Men's On The Move, Gifts, The Spring Edit","abc-collection, men-collections, men, back-to-school, edits, summer-shop, root-0, valentines-day, gifts-for-him, mens-pants, mens-trousers, travel-edit, men-activity, the-winter-drop, men-activity-on-the-move, gifts, the-spring-edit",UPV1281590,"ABC Slim-Fit 5 Pocket Pant 30""L *Warpstreme",True,inStock,565.0,OBSIDIAN,Color-Obsidian,28
"Bowline Short 8"" *Stretch Ripstop",PROD8980448_LULU,QAR,QAR 240.00,BUY,240.0,Sale,"All Yours For Less, Men's Shorts, Mens, Seasonal, Root Lululemon, Valentines Day, The Winter Drop","on-sale, mens-shorts, men, edits, root-0, valentines-day, the-winter-drop",UPV1099649,"Bowline Short 8"" *Stretch Ripstop",True,lowStock,345.0,BLACK,Color-Black,L
"Bowline Short 8"" *Stretch Ripstop",PROD8980448_LULU,QAR,QAR 240.00,BUY,240.0,Sale,"All Yours For Less, Men's Shorts, Mens, Seasonal, Root Lululemon, Valentines Day, The Winter Drop","on-sale, mens-shorts, men, edits, root-0, valentines-day, the-winter-drop",UPV1063785,"Bowline Short 8""",True,lowStock,240.0,BONE,Color-BONE,M
"Bowline Short 8"" *Stretch Ripstop",PROD8980448_LULU,QAR,QAR 240.00,BUY,240.0,Sale,"All Yours For Less, Men's Shorts, Mens, Seasonal, Root Lululemon, Valentines Day, The Winter Drop","on-sale, mens-shorts, men, edits, root-0, valentines-day, the-winter-drop",UPV1068826,"Bowline Short 8"" *Stretch Ripstop",True,lowStock,240.0,TRUE NAVY,color-true-navy,XS
"lululemon Align™ High-Rise Pant with Pockets 25""",PROD10370071_LULU,QAR,QAR 585.00,BUY,585.0,,"Yoga Clothes for Women, Eid Edit, Seasonal, Mother's Day Gifting, Summer Shop, Root Lululemon, Sports Clothing for Women, Fall Edit, Align™ Collection, Women's Pants, Lavender Lux, Women's Collections, Women's Leggings, Travel Edit, Women's Collections, Womens, Women's Matching Sets, Gifts, The Spring Edit","women-activity-yoga, ramadan-picks, edits, gifts-for-her, summer-shop, root-0, womens-activity, the-fall-edit, the-align-collection, womens-bottoms, color-focus, women-guides, womens-leggings, travel-edit, womens-collections, women, women-collection-matching-sets, gifts, the-spring-edit",UPV0857733,"lululemon Align™ High-Rise Pant with Pockets 25""",True,lowStock,585.0,GRAPHITE GREY,color-graphite-grey,2
"lululemon Align™ High-Rise Pant with Pockets 25""",PROD10370071_LULU,QAR,QAR 585.00,BUY,585.0,,"Yoga Clothes for Women, Eid Edit, Seasonal, Mother's Day Gifting, Summer Shop, Root Lululemon, Sports Clothing for Women, Fall Edit, Align™ Collection, Women's Pants, Lavender Lux, Women's Collections, Women's Leggings, Travel Edit, Women's Collections, Womens, Women's Matching Sets, Gifts, The Spring Edit","women-activity-yoga, ramadan-picks, edits, gifts-for-her, summer-shop, root-0, womens-activity, the-fall-edit, the-align-collection, womens-bottoms, color-focus, women-guides, womens-leggings, travel-edit, womens-collections, women, women-collection-matching-sets, gifts, the-spring-edit",FUA0090214D,"lululemon Align™ High-Rise Pant with Pockets 25""",True,lowStock,335.0,DESERT RED,color-desert-red,2
"lululemon Align™ High-Rise Pant with Pockets 25""",PROD10370071_LULU,QAR,QAR 585.00,BUY,585.0,,"Yoga Clothes for Women, Eid Edit, Seasonal, Mother's Day Gifting, Summer Shop, Root Lululemon, Sports Clothing for Women, Fall Edit, Align™ Collection, Women's Pants, Lavender Lux, Women's Collections, Women's Leggings, Travel Edit, Women's Collections, Womens, Women's Matching Sets, Gifts, The Spring Edit","women-activity-yoga, ramadan-picks, edits, gifts-for-her, summer-shop, root-0, womens-activity, the-fall-edit, the-align-collection, womens-bottoms, color-focus, women-guides, womens-leggings, travel-edit, womens-collections, women, women-collection-matching-sets, gifts, the-spring-edit",UPV0857529,"lululemon Align™ High-Rise Pant with Pockets 25""",True,lowStock,560.0,BLACK,Color-Black,12
